"_G3","_G2","_G1","_SID","_SREF","_GEO","State","County","Payam","School","Type","P1F","P1M","P2F","P2M","P3F","P3M","P4F","P4M","P5F","P5M","P6F","P6M","P7F","P7M","P8F","P8M","PFO","PMO","PTF","PTM","TOTP","S1F","S1M","S2F","S2M","S3F","S3M","S4F","S4M","SFO","SMO","STF","STM","TOTS","OTHRF","OTHRM","TOTO","AES_TF","AES_TM","TOT_AES","ALP_TF","ALP_TM","TOT_ALP","ECD_TF","ECD_TM","TOT_ECD","NUR_TF","NUR_TM","TOT_NUR","PRE_TF","PRE_TM","TOT_PRE","TTI_TF","TTI_TM","TOT_TTI","TVET_TF","TVET_TM","TOT_TVET","UNI_TF","UNI_TM","TOT_UNI","TOTAL"
"Amadi","Mundri East County","Kediba","6488","BRM","28","AMA","Mundri East County","Kediba","Bari Primary [BRM]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6484","BKE","28","AMA","Mundri East County","Kediba","BEKENYE Primary School [BKE]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","8164","DOM","28","AMA","Mundri East County","Kediba","Dorowa Community Primary School [DOM]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6478","DSB","28","AMA","Mundri East County","Kediba","Dosho Primary School [DSB]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","7823","GWR","28","AMA","Mundri East County","Kediba","Gwori Primary School [GWR]","Primary","24","34","38","31","25","25","23","30","20","35","26","17","15","19","10","23","0","0","181","214","395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","395"
"Amadi","Mundri East County","Kediba","6485","KNC","28","AMA","Mundri East County","Kediba","Kanjanwa Primary [KNC]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6479","KDC","28","AMA","Mundri East County","Kediba","Kediba Primary School [KDC]","Primary","94","88","78","77","66","64","31","46","35","41","30","40","31","40","16","36","0","0","381","432","813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","813"
"Amadi","Mundri East County","Kediba","7182","DBA","28","AMA","Mundri East County","Kediba","Kediba Secondary School [DBA]","Secondary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","7843","KCS","28","AMA","Mundri East County","Kediba","Kokokago Community School [KCS]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","7309","KXX","28","AMA","Mundri East County","Kediba","Koro-Kago Communiy School [KXX]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6487","LCO","28","AMA","Mundri East County","Kediba","Labiko community School [LCO]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","8161","LOM","28","AMA","Mundri East County","Kediba","Larogora Community Primary School [LOM]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6480","LUP","28","AMA","Mundri East County","Kediba","Lunjini Primary School [LUP]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6486","MGY","28","AMA","Mundri East County","Kediba","Magyiri U. P. School [MGY]","Primary","19","33","11","15","22","30","9","16","11","15","11","15","10","16","0","0","0","0","93","140","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233"
"Amadi","Mundri East County","Kediba","7307","OMM","28","AMA","Mundri East County","Kediba","Maniguru Community Primary School [OMM]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6483","MOQ","28","AMA","Mundri East County","Kediba","Mirigue Primary School [MOQ]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","6482","MXC","28","AMA","Mundri East County","Kediba","Mirindani Primary School [MXC]","Primary","52","56","11","15","12","14","11","15","12","14","15","11","0","0","0","0","0","0","113","125","238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","238"
"Amadi","Mundri East County","Kediba","6481","WNC","28","AMA","Mundri East County","Kediba","Wandi Primary School [WNC]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Kediba","7848","WTA","28","AMA","Mundri East County","Kediba","Wandi Tapari Primary School [WTA]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lakamadi","6489","KSK","28","AMA","Mundri East County","Lakamadi","Kasiko [KSK]","Primary","18","15","4","7","14","11","5","7","10","10","2","3","4","2","0","0","0","0","57","55","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112"
"Amadi","Mundri East County","Lakamadi","6490","LKM","28","AMA","Mundri East County","Lakamadi","Lakamadi Primary School [LKM]","Primary","49","56","38","38","17","14","12","17","14","15","25","16","10","11","5","5","0","0","170","172","342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","342"
"Amadi","Mundri East County","Lakamadi","6491","MDV","28","AMA","Mundri East County","Lakamadi","Madu-ngama pri sch [MDV]","Primary","20","32","6","20","10","16","9","17","9","17","6","7","4","13","0","0","0","0","64","122","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186"
"Amadi","Mundri East County","Lakamadi","6492","MHW","28","AMA","Mundri East County","Lakamadi","Mutala Primary School [MHW]","Primary","64","60","18","21","10","16","15","9","8","6","5","6","3","6","0","0","0","0","123","124","247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","247"
"Amadi","Mundri East County","Lakamadi","6493","TGY","28","AMA","Mundri East County","Lakamadi","Tegye [TGY]","Primary","109","110","36","42","42","27","21","23","12","21","11","7","4","7","1","5","0","0","236","242","478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","478"
"Amadi","Mundri East County","Lozoh","6505","BAG","28","AMA","Mundri East County","Lozoh","Buagyi primary [BAG]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6504","DLW","28","AMA","Mundri East County","Lozoh","delewana Primary School [DLW]","Primary","16","33","8","6","9","5","8","9","8","10","0","0","0","0","0","0","0","0","49","63","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112"
"Amadi","Mundri East County","Lozoh","6494","DRL","28","AMA","Mundri East County","Lozoh","Doroh Primary School [DRL]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","12907","DPT","28","AMA","Mundri East County","Lozoh","Dr Pietro Primary School [DPT]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","13012","FCP","28","AMA","Mundri East County","Lozoh","Fraser Cathedral Primary SChool [FCP]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","8160","GSD","28","AMA","Mundri East County","Lozoh","Galanju SDA Primary School [GSD]","Primary","31","37","23","20","15","25","17","27","18","29","5","26","5","12","0","0","0","0","114","176","290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290"
"Amadi","Mundri East County","Lozoh","8163","YET","28","AMA","Mundri East County","Lozoh","Iyeba 2 Primary School [YET]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","7183","KAQ","28","AMA","Mundri East County","Lozoh","Kalalayi Primary School [KAQ]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6506","ALK","28","AMA","Mundri East County","Lozoh","Kasa Alokado primary [ALK]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6495","LAI","28","AMA","Mundri East County","Lozoh","Lanyi girls Primary School [LAI]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6496","LNK","28","AMA","Mundri East County","Lozoh","Lanyi Primary School [LNK]","Primary","31","48","18","24","20","22","20","12","8","5","4","4","0","0","0","0","0","0","101","115","216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","216"
"Amadi","Mundri East County","Lozoh","6497","LZO","28","AMA","Mundri East County","Lozoh","Lozoh Primary School [LZO]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6507","LAT","28","AMA","Mundri East County","Lozoh","Lui Girls National Secondary school [LAT]","Secondary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","47","20","23","9","17","2","11","0","0","62","98","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160"
"Amadi","Mundri East County","Lozoh","6498","LPU","28","AMA","Mundri East County","Lozoh","Lui Primary School [LPU]","Primary","67","71","34","29","24","23","60","44","38","30","29","55","29","28","11","20","0","0","292","300","592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","592"
"Amadi","Mundri East County","Lozoh","8928","LMN","28","AMA","Mundri East County","Lozoh","Luka Ngabiri Memorial Primary School [LMN]","PRE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6499","LUC","28","AMA","Mundri East County","Lozoh","Lunjini Girls academy [LUC]","Primary","41","31","32","49","37","34","49","52","42","36","41","34","15","17","9","17","0","0","266","270","536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","536"
"Amadi","Mundri East County","Lozoh","12943","TJD","28","AMA","Mundri East County","Lozoh","Mandikini Primary School [TJD]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6500","MIP","28","AMA","Mundri East County","Lozoh","Mirimududu Primary School [MIP]","Primary","80","51","33","39","17","17","13","13","6","4","2","6","0","0","0","0","0","0","151","130","281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","281"
"Amadi","Mundri East County","Lozoh","6503","MZB","28","AMA","Mundri East County","Lozoh","Miroloko Primary School [MZB]","Primary","18","19","6","10","7","7","12","4","8","3","4","5","0","0","0","0","0","0","55","48","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103"
"Amadi","Mundri East County","Lozoh","7268","MHM","28","AMA","Mundri East County","Lozoh","Molloh Sub Primary School [MHM]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","6501","SNC","28","AMA","Mundri East County","Lozoh","Singirinwa Primary School [SNC]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","8159","SGS","28","AMA","Mundri East County","Lozoh","Singo Community Primary School [SGS]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Lozoh","12913","TDT","28","AMA","Mundri East County","Lozoh","Tedo Primary School [TDT]","Primary","20","19","22","15","18","15","20","19","0","0","0","0","0","0","0","0","0","0","80","68","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148"
"Amadi","Mundri East County","Lozoh","12952","UDP","28","AMA","Mundri East County","Lozoh","Udu Primary School [UDP]","Primary","40","46","7","12","6","12","7","10","5","3","0","0","0","0","0","0","0","0","65","83","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148"
"Amadi","Mundri East County","Lozoh","6502","ELS","28","AMA","Mundri East County","Lozoh","Wiroh Primary School [ELS]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Minga","6508","GYB","28","AMA","Mundri East County","Minga","Agyi Primary School [GYB]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Minga","6509","IIP","28","AMA","Mundri East County","Minga","Iyeba I Primary School [IIP]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Minga","6511","JBF","28","AMA","Mundri East County","Minga","Jubani Primary [JBF]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Minga","6510","MFN","28","AMA","Mundri East County","Minga","Minga Primary School [MFN]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Minga","6512","MVJ","28","AMA","Mundri East County","Minga","Moruari Primary [MVJ]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri East County","Witto","6516","JMC","28","AMA","Mundri East County","Witto","Jambo Secondary School [JMC]","Secondary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","14","9","16","11","13","0","0","0","0","28","43","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71"
"Amadi","Mundri East County","Witto","6513","KPM","28","AMA","Mundri East County","Witto","Kporolo Primary School [KPM]","Primary","21","31","19","33","31","21","17","21","16","21","3","5","0","0","0","0","0","0","107","132","239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","239"
"Amadi","Mundri East County","Witto","6514","MHF","28","AMA","Mundri East County","Witto","Mariba Primary School [MHF]","Primary","0","0","38","50","35","43","33","45","33","19","29","22","39","28","0","0","0","0","207","207","414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","414"
"Amadi","Mundri East County","Witto","6515","MHS","28","AMA","Mundri East County","Witto","Mideh Primary School [MHS]","Primary","0","0","117","143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","143","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260"
"Amadi","Mundri West County","Amadi","6517","ACE","28","AMA","Mundri West County","Amadi","Amada centre Primary School [ACE]","Primary","70","86","36","42","18","8","23","28","33","16","29","7","24","14","14","14","0","0","247","215","462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","462"
"Amadi","Mundri West County","Amadi","6522","AMI","28","AMA","Mundri West County","Amadi","Amadi II primary [AMI]","Primary","20","32","34","18","24","28","24","28","14","12","12","14","15","11","0","0","0","0","143","143","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","286"
"Amadi","Mundri West County","Amadi","6518","BTT","28","AMA","Mundri West County","Amadi","Bitti Primary School [BTT]","Primary","43","30","16","24","11","11","12","14","16","10","5","7","4","6","6","4","0","0","113","106","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219"
"Amadi","Mundri West County","Amadi","6519","KDS","28","AMA","Mundri West County","Amadi","Kulundu Primary School [KDS]","Primary","23","23","15","20","13","13","8","7","3","8","4","3","0","0","0","0","0","0","66","74","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140"
"Amadi","Mundri West County","Amadi","6520","MSU","28","AMA","Mundri West County","Amadi","Madiba SubPrimary School [MSU]","Primary","26","52","35","43","29","23","14","12","14","12","11","15","0","0","0","0","0","0","129","157","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","286"
"Amadi","Mundri West County","Amadi","6521","SHB","28","AMA","Mundri West County","Amadi","Osho Primary School [SHB]","Primary","25","27","23","29","15","14","14","11","12","14","0","0","0","0","0","0","0","0","89","95","184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","184"
"Amadi","Mundri West County","Bangalo","6552","BNP","28","AMA","Mundri West County","Bangalo","Bangolo [BNP]","Primary","12","14","7","19","8","18","11","15","9","17","12","14","0","0","0","0","0","0","59","97","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156"
"Amadi","Mundri West County","Bangalo","6553","DKB","28","AMA","Mundri West County","Bangalo","Diko Primary School [DKB]","Primary","41","37","10","16","10","16","20","23","8","18","9","17","0","0","0","0","0","0","98","127","225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225"
"Amadi","Mundri West County","Bangalo","6551","LDW","28","AMA","Mundri West County","Bangalo","Ladiwa Primary School [LDW]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri West County","Bangalo","6554","TRI","28","AMA","Mundri West County","Bangalo","Tore-Wandi Primary School [TRI]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri West County","Kotobi","6524","BRN","28","AMA","Mundri West County","Kotobi","Bari Primary School [BRN]","Primary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amadi","Mundri West County","Kotobi","6525","KAE","28","AMA","Mundri West County","Kotobi","Karika Centre Primary School [KAE]","Primary","43","44","47","46","55","47","50","47","63","41","44","32","17","20","6","13","0","0","325","290","615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","615"
"Amadi","Mundri West County","Kotobi","6530","KIP","28","AMA","Mundri West County","Kotobi","Karika II Primary School [KIP]","Primary","26","28","10","16","19","20","14","12","16","10","23","29","15","24","16","10","0","0","139","149","288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","288"
"Amadi","Mundri West County","Kotobi","6531","KTY","28","AMA","Mundri West County","Kotobi","Kotobi Secondary School [KTY]","Secondary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","41","22","28","21","6","0","0","0","0","56","75","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131"
