State,County,Payam,School_Name,School_Type,Total_Primary_Students,Total_Secondary_Students,Total_Students
Amadi,Mundri East County,Kediba,Bari Primary,Primary,0,0,0
Amadi,Mundri East County,Kediba,BEKENYE Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Dorowa Community Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Dosho Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Gwori Primary School,Primary,395,0,395
Amadi,Mundri East County,Kediba,Kanjanwa Primary,Primary,0,0,0
Amadi,Mundri East County,Kediba,Kediba Primary School,Primary,813,0,813
Amadi,Mundri East County,Kediba,Kediba Secondary School,Secondary,0,0,0
Amadi,Mundri East County,Kediba,Kokokago Community School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Koro-Kago Communiy School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Labiko community School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Larogora Community Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Lunjini Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Magyiri U. P. School,Primary,233,0,233
Amadi,Mundri East County,Kediba,Maniguru Community Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Mirigue Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Mirindani Primary School,Primary,238,0,238
Amadi,Mundri East County,Kediba,Wandi Primary School,Primary,0,0,0
Amadi,Mundri East County,Kediba,Wandi Tapari Primary School,Primary,0,0,0
Amadi,Mundri East County,Lakamadi,Kasiko,Primary,112,0,112
Amadi,Mundri East County,Lakamadi,Lakamadi Primary School,Primary,342,0,342
Amadi,Mundri East County,Lakamadi,Madu-ngama pri sch,Primary,186,0,186
Amadi,Mundri East County,Lakamadi,Mutala Primary School,Primary,247,0,247
Amadi,Mundri East County,Lakamadi,Tegye,Primary,478,0,478
Amadi,Mundri East County,Lozoh,Buagyi primary,Primary,0,0,0
Amadi,Mundri East County,Lozoh,delewana Primary School,Primary,112,0,112
Amadi,Mundri East County,Lozoh,Doroh Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Dr Pietro Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Fraser Cathedral Primary SChool,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Galanju SDA Primary School,Primary,290,0,290
Amadi,Mundri East County,Lozoh,Iyeba 2 Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Kalalayi Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Kasa Alokado primary,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Lanyi girls Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Lanyi Primary School,Primary,216,0,216
Amadi,Mundri East County,Lozoh,Lozoh Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Lui Girls National Secondary school,Secondary,0,160,160
Amadi,Mundri East County,Lozoh,Lui Primary School,Primary,592,0,592
Amadi,Mundri East County,Lozoh,Luka Ngabiri Memorial Primary School,PRE,0,0,0
Amadi,Mundri East County,Lozoh,Lunjini Girls academy,Primary,536,0,536
Amadi,Mundri East County,Lozoh,Mandikini Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Mirimududu Primary School,Primary,281,0,281
Amadi,Mundri East County,Lozoh,Miroloko Primary School,Primary,103,0,103
Amadi,Mundri East County,Lozoh,Molloh Sub Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Singirinwa Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Singo Community Primary School,Primary,0,0,0
Amadi,Mundri East County,Lozoh,Tedo Primary School,Primary,148,0,148
Amadi,Mundri East County,Lozoh,Udu Primary School,Primary,148,0,148
Amadi,Mundri East County,Lozoh,Wiroh Primary School,Primary,0,0,0
Amadi,Mundri East County,Minga,Agyi Primary School,Primary,0,0,0
Amadi,Mundri East County,Minga,Iyeba I Primary School,Primary,0,0,0
Amadi,Mundri East County,Minga,Jubani Primary,Primary,0,0,0
Amadi,Mundri East County,Minga,Minga Primary School,Primary,0,0,0
Amadi,Mundri East County,Minga,Moruari Primary,Primary,0,0,0
Amadi,Mundri East County,Witto,Jambo Secondary School,Secondary,0,71,71
Amadi,Mundri East County,Witto,Kporolo Primary School,Primary,239,0,239
Amadi,Mundri East County,Witto,Mariba Primary School,Primary,414,0,414
Amadi,Mundri East County,Witto,Mideh Primary School,Primary,260,0,260
Amadi,Mundri West County,Amadi,Amada centre Primary School,Primary,462,0,462
Amadi,Mundri West County,Amadi,Amadi II primary,Primary,286,0,286
Amadi,Mundri West County,Amadi,Bitti Primary School,Primary,219,0,219
Amadi,Mundri West County,Amadi,Kulundu Primary School,Primary,140,0,140
Amadi,Mundri West County,Amadi,Madiba SubPrimary School,Primary,286,0,286
Amadi,Mundri West County,Amadi,Osho Primary School,Primary,184,0,184
Amadi,Mundri West County,Bangalo,Bangolo,Primary,156,0,156
Amadi,Mundri West County,Bangalo,Diko Primary School,Primary,225,0,225
Amadi,Mundri West County,Bangalo,Ladiwa Primary School,Primary,0,0,0
Amadi,Mundri West County,Bangalo,Tore-Wandi Primary School,Primary,0,0,0
Amadi,Mundri West County,Kotobi,Bari Primary School,Primary,0,0,0
Amadi,Mundri West County,Kotobi,Karika Centre Primary School,Primary,615,0,615
Amadi,Mundri West County,Kotobi,Karika II Primary School,Primary,288,0,288
Amadi,Mundri West County,Kotobi,Kotobi Secondary School,Secondary,0,131,131
Amadi,Mundri West County,Kotobi,Kotobi Upper Primary School,Primary,510,0,510
Amadi,Mundri West County,Kotobi,Langua Primary School,Primary,436,0,436
Amadi,Mundri West County,Kotobi,Mandi Primary School,Primary,383,0,383
Amadi,Mundri West County,Kotobi,Medewu Primary School,Primary,0,0,0
Amadi,Mundri West County,Mundri,Abobo Primary School,Primary,0,0,0
Amadi,Mundri West County,Mundri,Ama-Alo Model Primary School,Primary,803,0,803
Amadi,Mundri West County,Mundri,Baya primary school,Primary,753,0,753
Amadi,Mundri West County,Mundri,Comprehensive Academy,Secondary,0,0,0
Amadi,Mundri West County,Mundri,Emma Primary School,Primary,574,0,574
Amadi,Mundri West County,Mundri,Emmanuel And Moni Primary School,Primary,208,0,208
Amadi,Mundri West County,Mundri,Foki Primary School,Primary,280,0,280
Amadi,Mundri West County,Mundri,Gloria Primary School,Primary,565,0,565
Amadi,Mundri West County,Mundri,Gullu I Primary School,Primary,235,0,235
Amadi,Mundri West County,Mundri,Hai Baraka Primary School,Primary,411,0,411
Amadi,Mundri West County,Mundri,Hai Malakal Primary School,Primary,575,0,575
Amadi,Mundri West County,Mundri,Janga Primary School (Goribalau),Primary,282,0,282
Amadi,Mundri West County,Mundri,Jarangala primary,Primary,0,0,0
Amadi,Mundri West County,Mundri,Lendreywa Primary School,Primary,369,0,369
Amadi,Mundri West County,Mundri,Marikalanga Primary School,Primary,552,0,552
Amadi,Mundri West County,Mundri,Mbara Primary School,Primary,456,0,456
Amadi,Mundri West County,Mundri,Miri-Magya Primary School,Primary,264,0,264
Amadi,Mundri West County,Mundri,Motherland Secondary school,Secondary,0,268,268
Amadi,Mundri West County,Mundri,Mundri Adventist Primary,Primary,1123,0,1123
Amadi,Mundri West County,Mundri,Mundri I primary,Primary,390,0,390
Amadi,Mundri West County,Mundri,Mundri II Primary School,Primary,740,0,740
Amadi,Mundri West County,Mundri,Mundri Secondary School,Secondary,0,236,236
Amadi,Mundri West County,Mundri,Mundri Women ALP Centre,ALP,0,0,0
Amadi,Mundri West County,Mundri,Noami Memorial Primary,Primary,0,0,0
Amadi,Mundri West County,Mundri,Nyau I Primary School,Primary,122,0,122
Amadi,Mundri West County,Mundri,Nyau II(Anigo) Primary School,Primary,0,0,0
Amadi,Mundri West County,Mundri,Okari Primary School,Primary,263,0,263
Amadi,Mundri West County,Mundri,Opaba Orphanage Primary School,Primary,216,0,216
Amadi,Mundri West County,Mundri,Sunrise Model Nursery School,NUR,0,0,391
Amadi,Mundri West County,Mundri,Talim Nursery And Primary School,Primary,331,0,331
Amadi,Mundri West County,Mundri,Teachers Union Secondary School,Secondary,0,394,394
Amadi,Mundri West County,Mundri,Yanga Pre- School,PRE,0,0,54
Amadi,Mvolo County,Bahr El Girindi,Babari Primary School,Primary,286,0,286
Amadi,Mvolo County,Bahr El Girindi,Bahr El Gindi Primary School,Primary,398,0,398
Amadi,Mvolo County,Bahr El Girindi,Bahr Grindi ALP,ALP,0,0,0
Amadi,Mvolo County,Bahr El Girindi,Bibikalau ALP Centre,ALP,0,0,0
Amadi,Mvolo County,Bahr El Girindi,Bitkalau Primary School,Primary,287,0,287
Amadi,Mvolo County,Bahr El Girindi,Daa Dokolu Primary School,Primary,284,0,284
Amadi,Mvolo County,Bahr El Girindi,Dimere Primary School,Primary,388,0,388
Amadi,Mvolo County,Bahr El Girindi,Dongoi BALP School,ALP,0,0,234
Amadi,Mvolo County,Bahr El Girindi,Donyikong Primary School,Primary,165,0,165
Amadi,Mvolo County,Bahr El Girindi,Kata Primary School,Primary,182,0,182
Amadi,Mvolo County,Bahr El Girindi,Kila ALP,ALP,0,0,0
Amadi,Mvolo County,Bahr El Girindi,Kulu Primary School,Primary,416,0,416
Amadi,Mvolo County,Bahr El Girindi,Lali II Primary School,Primary,312,0,312
Amadi,Mvolo County,Bahr El Girindi,Lei Bollo Primary School,Primary,270,0,270
Amadi,Mvolo County,Bahr El Girindi,Leibolo ALP Centre,ALP,0,0,0
Amadi,Mvolo County,Bahr El Girindi,Mokiri Primary School,Primary,236,0,236
Amadi,Mvolo County,Bahr El Girindi,Wowo BALP School,ALP,0,0,0
Amadi,Mvolo County,Bahr El Girindi,Wowo Primary School,Primary,486,0,486
Amadi,Mvolo County,Bogori,Bogori Community Girls School,ALP,0,0,156
Amadi,Mvolo County,Bogori,Bogori Primary School,Primary,354,0,354
Amadi,Mvolo County,Bogori,Dokorimbere Primary School,Primary,119,0,119
Amadi,Mvolo County,Bogori,Gira Primary School,Primary,452,0,452
Amadi,Mvolo County,Bogori,Kperikudu BALP School,ALP,0,0,192
Amadi,Mvolo County,Bogori,Kperikudu Primary School,Primary,286,0,286
Amadi,Mvolo County,Bogori,Mulutu Primary School,Primary,142,0,142
Amadi,Mvolo County,Dari,Dari Primary School,Primary,0,0,0
Amadi,Mvolo County,Kokor,Apianthic Primary School,Primary,301,0,301
Amadi,Mvolo County,Kokor,Donyireki Primary School,Primary,286,0,286
Amadi,Mvolo County,Kokor,Dullo ALP Centre,ALP,0,0,0
Amadi,Mvolo County,Kokor,Dulo Primary School,Primary,331,0,331
Amadi,Mvolo County,Kokor,Dulo Road Primary School,Primary,418,0,418
Amadi,Mvolo County,Kokor,Kokori ALP Centre,ALP,0,0,161
Amadi,Mvolo County,Kokor,Kokori Primary School,Primary,579,0,579
Amadi,Mvolo County,Kokor,Kulu BALP School,ALP,0,0,128
Amadi,Mvolo County,Kokor,Lam ALP School,ALP,0,0,281
Amadi,Mvolo County,Kokor,Lam Primary School,Primary,635,0,635
Amadi,Mvolo County,Kokor,Lamunde Primary School,Primary,286,0,286
Amadi,Mvolo County,Lessi,Bari Primary School,Primary,728,0,728
Amadi,Mvolo County,Lessi,Kpelikiri Primary School,Primary,283,0,283
Amadi,Mvolo County,Lessi,Lessi ALP Centre,ALP,0,0,0
Amadi,Mvolo County,Lessi,Lessi Primary School,Primary,301,0,301
Amadi,Mvolo County,Mvolo,Bulolo Primary School,Primary,108,0,108
Amadi,Mvolo County,Mvolo,Dobo Memorial Nursery and Primary School,Primary,354,0,354
Amadi,Mvolo County,Mvolo,Domeri Primary School,Primary,212,0,212
Amadi,Mvolo County,Mvolo,Dotiraba Primary School,Primary,347,0,347
Amadi,Mvolo County,Mvolo,Kila Primary School,Primary,520,0,520
Amadi,Mvolo County,Mvolo,Medikanunu BALP School,ALP,0,0,0
Amadi,Mvolo County,Mvolo,Minikolome,Primary,270,0,270
Amadi,Mvolo County,Mvolo,Mother Land Primary School,Primary,488,0,488
Amadi,Mvolo County,Mvolo,Mvolo Centre Pre - School,PRE,0,0,111
Amadi,Mvolo County,Mvolo,Mvolo Centre Primary School,Primary,430,0,430
Amadi,Mvolo County,Mvolo,Mvolo ECSS BALP,ALP,0,0,0
Amadi,Mvolo County,Mvolo,Mvolo SDA BALP,ALP,0,0,0
Amadi,Mvolo County,Mvolo,Mvolo Secondary School,Secondary,0,107,107
Amadi,Mvolo County,Mvolo,SDA Mvolo Primary School,Primary,327,0,327
Amadi,Mvolo County,Mvolo,Talapari Primary School,Primary,184,0,184
Amadi,Mvolo County,Yeri,Dogabi Primary School,Primary,400,0,400
Amadi,Mvolo County,Yeri,Dogereng BALP Centre,ALP,0,0,208
Amadi,Mvolo County,Yeri,Dogerering Primary School,Primary,437,0,437
Amadi,Mvolo County,Yeri,Gbara Pre-Shool,PRE,0,0,0
Amadi,Mvolo County,Yeri,Mayewe ALP Centre,ALP,0,0,269
Amadi,Mvolo County,Yeri,Mayewe Primary School,Primary,280,0,280
Amadi,Mvolo County,Yeri,Ngorony Primary School,Primary,0,0,0
Amadi,Mvolo County,Yeri,Tiboro Primary School,Primary,227,0,227
Amadi,Mvolo County,Yeri,Wini Kelu BALP Community School,ALP,0,0,256
Amadi,Mvolo County,Yeri,Winikelu Pre - -School,PRE,0,0,276
Amadi,Mvolo County,Yeri,Yere primary,Primary,0,0,0
Amadi,Mvolo County,Yeri,Yeri Centre Primary School,Primary,488,0,488
Amadi,Mvolo County,Yeri,Yeri Community Girls School,ALP,0,0,194
Amadi,Mvolo County,Yeri,Yeri Secondary school,Secondary,0,0,0
Amadi,Mvolo County,Yeri,Yeri Sun Rise Primary School,Primary,274,0,274
Amadi,Mvolo County,Yeri,Yerimozo,Primary,179,0,179
Aweil East,Aweil East County,Baac,Adut Adhot Basic School,Primary,587,0,587
Aweil East,Aweil East County,Baac,Aguath Primary School,Primary,488,0,488
Aweil East,Aweil East County,Baac,Aguoth Primary school,Primary,0,0,0
Aweil East,Aweil East County,Baac,Ajiep Primary School,Primary,286,0,286
Aweil East,Aweil East County,Baac,Anyang Primary School,Primary,292,0,292
Aweil East,Aweil East County,Baac,Apial Primary School,Primary,387,0,387
Aweil East,Aweil East County,Baac,Baac Primary School,Primary,774,0,774
Aweil East,Aweil East County,Baac,Gordhim Comboni Primary School,Primary,0,0,0
Aweil East,Aweil East County,Baac,Kanajak Secondary School,Secondary,0,0,0
Aweil East,Aweil East County,Baac,Kingstone Seconday,Secondary,0,0,0
Aweil East,Aweil East County,Baac,Lol Akue Primary School,Primary,286,0,286
Aweil East,Aweil East County,Baac,Lol Mading Primary School,Primary,367,0,367
Aweil East,Aweil East County,Baac,Mabior Angany Upper Primary School,Primary,631,0,631
Aweil East,Aweil East County,Baac,Majak-Akoon Basic School,Primary,553,0,553
Aweil East,Aweil East County,Baac,Majok-Dut Primary School,Primary,506,0,506
Aweil East,Aweil East County,Baac,Makuac Girls Primary School,Primary,553,0,553
Aweil East,Aweil East County,Baac,Makuac Primary School,Primary,493,0,493
Aweil East,Aweil East County,Baac,Malek Bol Akon Primary School.,Primary,478,0,478
Aweil East,Aweil East County,Baac,Malual Kon Primary School,Primary,768,0,768
Aweil East,Aweil East County,Baac,Maluil Agurpiny Primary,Primary,276,0,276
Aweil East,Aweil East County,Baac,Man-Awan Primary School,Primary,439,0,439
Aweil East,Aweil East County,Baac,Mareng Teng Primary School,Primary,322,0,322
Aweil East,Aweil East County,Baac,Marial Ding Primary,Primary,0,0,0
Aweil East,Aweil East County,Baac,Mayen Adhot Primary,Primary,406,0,406
Aweil East,Aweil East County,Baac,Riangawai Primary School,Primary,791,0,791
Aweil East,Aweil East County,Baac,Rulnyin Basic School,Primary,560,0,560
Aweil East,Aweil East County,Baac,Rum-Aker Primary School,Primary,285,0,285
Aweil East,Aweil East County,Baac,Rumyol Primary School,Primary,545,0,545
Aweil East,Aweil East County,Baac,St Daniel Comboni Primary School,Primary,928,0,928
Aweil East,Aweil East County,Baac,Uyoon Primary School,Primary,434,0,434
Aweil East,Aweil East County,Baac,Vyoon Primary School,Primary,0,0,0
Aweil East,Aweil East County,Baac,Wanyjok St. Bakhita Primary School,Primary,1197,0,1197
Aweil East,Aweil East County,Baac,War-Agany Primary School.,Primary,310,0,310
Aweil East,Aweil East County,Baac,Warapac Primary School,Primary,0,0,0
Aweil East,Aweil East County,Baac,Warbek Primary School,Primary,456,0,456
Aweil East,Aweil East County,Baac,Warkec Primary School,Primary,194,0,194
Aweil East,Aweil East County,Baac,Yargot Secondary School,Secondary,0,104,104
Aweil East,Aweil East County,Baac,Zion International School,Primary,606,0,606
Aweil East,Aweil East County,Madhol,Adoor Primary,Primary,344,0,344
Aweil East,Aweil East County,Madhol,Amar- Jal Primary School,Primary,842,0,842
Aweil East,Aweil East County,Madhol,Atuong Rial Primary,Primary,0,0,0
Aweil East,Aweil East County,Madhol,Bouthyar Primary School,Primary,312,0,312
Aweil East,Aweil East County,Madhol,Chuomator Primary School,Primary,493,0,493
Aweil East,Aweil East County,Madhol,Dang Primary School,Primary,559,0,559
Aweil East,Aweil East County,Madhol,Gier Chok Primary Schhol,Primary,286,0,286
Aweil East,Aweil East County,Madhol,Gumeel Primary School,Primary,730,0,730
Aweil East,Aweil East County,Madhol,Kuel Primary School,Primary,725,0,725
Aweil East,Aweil East County,Madhol,Mabok Geng Basic School,Primary,406,0,406
Aweil East,Aweil East County,Madhol,Madhol Primary School,Primary,860,0,860
Aweil East,Aweil East County,Madhol,Madhol Senior Sec. School,Secondary,0,0,0
Aweil East,Aweil East County,Madhol,Majak Girl Primary School,Primary,291,0,291
Aweil East,Aweil East County,Madhol,Makuach Wundiing ALP,ALP,0,0,286
Aweil East,Aweil East County,Madhol,Makuer Deng Mawier,Primary,0,0,0
Aweil East,Aweil East County,Madhol,Malith Alek Yai Basic School,Primary,340,0,340
Aweil East,Aweil East County,Madhol,Malou Deng Lou,Primary,286,0,286
Aweil East,Aweil East County,Madhol,Malou Mou Primary School,Primary,697,0,697
Aweil East,Aweil East County,Madhol,Malou Mou Secondary School,Secondary,0,103,103
Aweil East,Aweil East County,Madhol,Malual Dit Basic School,Primary,260,0,260
Aweil East,Aweil East County,Madhol,Manyok Diang Primary,Primary,472,0,472
Aweil East,Aweil East County,Madhol,Maper Ping Dong Primary School,Primary,754,0,754
Aweil East,Aweil East County,Madhol,Mayen Lual Primary School.,Primary,397,0,397
Aweil East,Aweil East County,Madhol,Pagai Primary School,Primary,619,0,619
Aweil East,Aweil East County,Madhol,Pan-Apuoth Primary School,Primary,730,0,730
Aweil East,Aweil East County,Madhol,Pariak Basic School,Primary,676,0,676
Aweil East,Aweil East County,Madhol,Rumrol Primary School,Primary,751,0,751
Aweil East,Aweil East County,Madhol,Santo Ayang ALP,ALP,0,0,357
Aweil East,Aweil East County,Madhol,War Apac Primary School,Primary,309,0,309
Aweil East,Aweil East County,Malual Baai,Adoor Basic School,Primary,303,0,303
Aweil East,Aweil East County,Malual Baai,Alek Primary School,Primary,275,0,275
Aweil East,Aweil East County,Malual Baai,Arieu Primary School,Primary,572,0,572
Aweil East,Aweil East County,Malual Baai,Atadau Primary School.,Primary,286,0,286
Aweil East,Aweil East County,Malual Baai,Atuet Primary School,Primary,281,0,281
Aweil East,Aweil East County,Malual Baai,Chuom Akot Primary School,Primary,286,0,286
Aweil East,Aweil East County,Malual Baai,Denyic Primary School,Primary,879,0,879
Aweil East,Aweil East County,Malual Baai,Geer Primary School,Primary,285,0,285
Aweil East,Aweil East County,Malual Baai,Kotic Primary School,Primary,572,0,572
Aweil East,Aweil East County,Malual Baai,Kuom Ajuong Primary,Primary,286,0,286
Aweil East,Aweil East County,Malual Baai,Kuomkou Primary School,Primary,0,0,0
Aweil East,Aweil East County,Malual Baai,Lieth Basic School,Primary,478,0,478
Aweil East,Aweil East County,Malual Baai,Mabil Apuoth Primary School,Primary,580,0,580
Aweil East,Aweil East County,Malual Baai,Majok Yinh Thiou Primary School,Primary,556,0,556
Aweil East,Aweil East County,Malual Baai,Malual Baai Comboni Primary School,Primary,1166,0,1166
Aweil East,Aweil East County,Malual Baai,Man-Awan Academy,Primary,0,0,0
Aweil East,Aweil East County,Malual Baai,Manyiel Wundeng Primary School.,Primary,261,0,261
Aweil East,Aweil East County,Malual Baai,Marial Tong Liai Primary School,Primary,284,0,284
Aweil East,Aweil East County,Malual Baai,Matong Secondary,Secondary,0,0,0
Aweil East,Aweil East County,Malual Baai,Panapuoth ALP Centre,ALP,0,0,0
Aweil East,Aweil East County,Malual Baai,Peth Primary School,Primary,688,0,688
Aweil East,Aweil East County,Malual Baai,Raing Mal ALP Centre,ALP,0,0,286
Aweil East,Aweil East County,Malual Baai,Rum-Wut Girls School.,Primary,280,0,280
Aweil East,Aweil East County,Malual Baai,Rumket Primary School.,Primary,267,0,267
Aweil East,Aweil East County,Malual Baai,Runmanyiel Primary School,Primary,0,0,0
Aweil East,Aweil East County,Malual Baai,St. Ayang Primary School,Primary,872,0,872
Aweil East,Aweil East County,Malual Baai,Thorkuel Primary School,Primary,301,0,301
Aweil East,Aweil East County,Malual Baai,Tonggoi Primary School,Primary,853,0,853
Aweil East,Aweil East County,Malual Baai,War Baai Primary School,Primary,312,0,312
Aweil East,Aweil East County,Malual Baai,War-Kou Primary School,Primary,572,0,572
Aweil East,Aweil East County,Malual Baai,Wun-Kuel Basic School,Primary,278,0,278
Aweil East,Aweil East County,Mangar-Tong,Ajeriak Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangar-Tong,Ariakriak Primary School.,Primary,320,0,320
Aweil East,Aweil East County,Mangar-Tong,Athiang Girls Centre,Primary,286,0,286
Aweil East,Aweil East County,Mangar-Tong,Atuet Dit Primary,Primary,428,0,428
Aweil East,Aweil East County,Mangar-Tong,Biokloc Primary School,Primary,318,0,318
Aweil East,Aweil East County,Mangar-Tong,Dhiak Primary School,Primary,293,0,293
Aweil East,Aweil East County,Mangar-Tong,Gudhuec Primary School.,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Guordhuec Primary School,Primary,276,0,276
Aweil East,Aweil East County,Mangar-Tong,Mabok Tong Primary School,Primary,1766,0,1766
Aweil East,Aweil East County,Mangar-Tong,Maduc-Wol Community Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Majak Ajuong Primary School,Primary,701,0,701
Aweil East,Aweil East County,Mangar-Tong,Majak Deng Aguer Primary School,Primary,562,0,562
Aweil East,Aweil East County,Mangar-Tong,Majak Pawiel Upper Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Makuac Kier Primary School,Primary,323,0,323
Aweil East,Aweil East County,Mangar-Tong,Malekyel Primary School,Primary,574,0,574
Aweil East,Aweil East County,Mangar-Tong,Mangar-Tong Basic School,Primary,508,0,508
Aweil East,Aweil East County,Mangar-Tong,Manyiel Agepic Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangar-Tong,Marol Ajuong Primary School.,Primary,217,0,217
Aweil East,Aweil East County,Mangar-Tong,Mathiang Akol Kuol Primary School.,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Mayom Pioldit Primary School,Primary,400,0,400
Aweil East,Aweil East County,Mangar-Tong,Mayomlach Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Pan Kou Primary School,Primary,298,0,298
Aweil East,Aweil East County,Mangar-Tong,Panameth Primary School,Primary,562,0,562
Aweil East,Aweil East County,Mangar-Tong,Pioryom Primary School,Primary,288,0,288
Aweil East,Aweil East County,Mangar-Tong,Rial-Dit Ajoung Primary School,Primary,338,0,338
Aweil East,Aweil East County,Mangar-Tong,Riang Aketh Primary School,Primary,1048,0,1048
Aweil East,Aweil East County,Mangar-Tong,Rorjong Primary School,Primary,338,0,338
Aweil East,Aweil East County,Mangar-Tong,Rumjok Primary School,Primary,573,0,573
Aweil East,Aweil East County,Mangar-Tong,Tar-Weng Primary School,Primary,239,0,239
Aweil East,Aweil East County,Mangar-Tong,Tiitchok Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangar-Tong,Tit Chok Mareng Primary School,Primary,858,0,858
Aweil East,Aweil East County,Mangar-Tong,War-Adhot Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Warapath Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangar-Tong,Warkeech Primary School,Primary,468,0,468
Aweil East,Aweil East County,Mangar-Tong,Wur-Kot Primary School,Primary,285,0,285
Aweil East,Aweil East County,Mangok,Abaany Primary School,Primary,312,0,312
Aweil East,Aweil East County,Mangok,Gukic ALP Centre,ALP,0,0,289
Aweil East,Aweil East County,Mangok,Gukic Upper Primary School,Primary,564,0,564
Aweil East,Aweil East County,Mangok,Guukic Upper Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Mabior-Wun-Diing Primary School,Primary,566,0,566
Aweil East,Aweil East County,Mangok,Madul - Wol Primary Scholl,Primary,234,0,234
Aweil East,Aweil East County,Mangok,Majak Dhiema Primary School.,Primary,1144,0,1144
Aweil East,Aweil East County,Mangok,Maker Anei Primary Shool,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Maker Auei Primary School.,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Maker-Aramthai Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Malek Duluit ALP,ALP,0,0,0
Aweil East,Aweil East County,Mangok,Malek Duluit Primary School.,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Mangar Amol Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Mangar-Amol Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Mangok ALP,ALP,0,0,0
Aweil East,Aweil East County,Mangok,Mangok Primary School,Primary,810,0,810
Aweil East,Aweil East County,Mangok,Marol-Duluit Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Mathiang Amol Primary School.,Primary,250,0,250
Aweil East,Aweil East County,Mangok,Mathiang Dut Akot Community School,Primary,520,0,520
Aweil East,Aweil East County,Mangok,Mayom Akot Primary School,Primary,287,0,287
Aweil East,Aweil East County,Mangok,Mayom Dohok Community School,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Mayom Wac Geng Primary,Primary,309,0,309
Aweil East,Aweil East County,Mangok,Mayom-Akot Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Rial Dit Primary School,Primary,338,0,338
Aweil East,Aweil East County,Mangok,Riang Awang Primary School.,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Rum Ayeen Community,Primary,287,0,287
Aweil East,Aweil East County,Mangok,Rumadieny Primary,Primary,424,0,424
Aweil East,Aweil East County,Mangok,Rumdhal Primary School,Primary,325,0,325
Aweil East,Aweil East County,Mangok,Rumwel Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Rupmaper Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Santo Ayang (Wunyiik) Primary School,Primary,0,0,0
Aweil East,Aweil East County,Mangok,Tar-Weng Primary School,Primary,138,0,138
Aweil East,Aweil East County,Mangok,Wath Malual Primary School,Primary,573,0,573
Aweil East,Aweil East County,Mangok,Wun-Chum Basic School,Primary,286,0,286
Aweil East,Aweil East County,Mangok,Wunrak Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mayom-Wel,Kar-agoc community Primary school,Primary,302,0,302
Aweil East,Aweil East County,Mayom-Wel,Kuany-Dhuor Basic School,Primary,286,0,286
Aweil East,Aweil East County,Mayom-Wel,Majak Gier Primary School,Primary,286,0,286
Aweil East,Aweil East County,Mayom-Wel,Manyiel Primary School,Primary,711,0,711
Aweil East,Aweil East County,Mayom-Wel,Nyinruet Primary School,Primary,311,0,311
