State,County,Payam,School_Name,School_Type,Total_Primary_Students,Total_Secondary_Students,Total_Students
Gbudwe,Anzara County,Nzara,Sasa Primary School,Primary,280,0,280
Gbudwe,Anzara County,Nzara,Sonosa Primary,Primary,572,0,572
Gbudwe,Anzara County,Nzara,St Daniel Comboni Pre School,PRE,0,0,0
Gbudwe,Anzara County,Nzara,St Daniel Comboni Pre School,PRE,0,0,0
Gbudwe,Anzara County,Nzara,St Daniel Comboni Primary School,Primary,1330,0,1330
Gbudwe,Anzara County,Nzara,St. Timothy Pre - school,PRE,0,0,491
Gbudwe,Anzara County,Nzara,St. Timothys Primary,Primary,1021,0,1021
Gbudwe,Anzara County,Nzara,Wenepai Nursery School,PRE,0,0,156
Gbudwe,Anzara County,Nzara,Wenepai Primary School,Primary,602,0,602
Gbudwe,Anzara County,Nzara,Yabongo Primary School,Primary,355,0,355
Gbudwe,Anzara County,Nzara,Yabua Pre school,PRE,0,0,0
Gbudwe,Anzara County,Nzara,Yabua Primary School,Primary,626,0,626
Gbudwe,Anzara County,Nzara,Zereda Nursery School,PRE,0,0,0
Gbudwe,Anzara County,Nzara,Zereda Primary,Primary,1157,0,1157
Gbudwe,Anzara County,Ringasi,Diawo Nursery and Primary School,Primary,0,0,0
Gbudwe,Anzara County,Ringasi,Gbaba Primary School,Primary,0,0,0
Gbudwe,Anzara County,Ringasi,Ringasi,Primary,649,0,649
Gbudwe,Anzara County,Ringasi,Ringasi ALP Centre School,ALP,0,0,0
Gbudwe,Anzara County,Sakure,Bakpara Primary School,Primary,551,0,551
Gbudwe,Anzara County,Sakure,Biremaku Primary School,Primary,861,0,861
Gbudwe,Anzara County,Sakure,Diafura Primary School,Primary,279,0,279
Gbudwe,Anzara County,Sakure,Manguri Primary School,Primary,538,0,538
Gbudwe,Anzara County,Sakure,Nangirimo Primary School,Primary,286,0,286
Gbudwe,Anzara County,Sakure,Sakure Communty Centre Primary School,Primary,569,0,569
Gbudwe,Anzara County,Sakure,St Timothy ALP Centre School,ALP,0,0,0
Gbudwe,Anzara County,Sangua,Buremanga Primary School,Primary,463,0,463
Gbudwe,Anzara County,Sangua,Dingapa Primary,Primary,360,0,360
Gbudwe,Anzara County,Sangua,Naangbimo Primary School,Primary,363,0,363
Gbudwe,Anzara County,Sangua,Nangbimo Community Girls School,ALP,0,0,0
Gbudwe,Anzara County,Sangua,Sangua Primary School,Primary,426,0,426
Gbudwe,Anzara County,Sangua,Zangada Primary School,Primary,350,0,350
Gbudwe,Ezo County,Andari,Andari Pre-School,PRE,0,0,0
Gbudwe,Ezo County,Andari,Andari Primary School,Primary,548,0,548
Gbudwe,Ezo County,Andari,Bafuka Primary School,Primary,509,0,509
Gbudwe,Ezo County,Andari,Bangangai Primary School,Primary,244,0,244
Gbudwe,Ezo County,Andari,Barugu Primary School,Primary,297,0,297
Gbudwe,Ezo County,Andari,Beregero Primary School,Primary,315,0,315
Gbudwe,Ezo County,Andari,Degere RCC Primary School,Primary,521,0,521
Gbudwe,Ezo County,Andari,ECS Bafuka Primary School,Primary,513,0,513
Gbudwe,Ezo County,Bagidi,Bagidi Cetre Primary School,Primary,295,0,295
Gbudwe,Ezo County,Bagidi,Bandara Primary School,Primary,279,0,279
Gbudwe,Ezo County,Bagidi,Mosso Centre Primary School,Primary,0,0,0
Gbudwe,Ezo County,Bariguna,Banduguyo Primary School,Primary,138,0,138
Gbudwe,Ezo County,Bariguna,Bariabande Primary School,Primary,0,0,0
Gbudwe,Ezo County,Bariguna,Bariguna Primary School,Primary,139,0,139
Gbudwe,Ezo County,Bariguna,Naagbagi Primary School,Primary,61,0,61
Gbudwe,Ezo County,Ezo,Baikpa ALP Centre,ALP,0,0,0
Gbudwe,Ezo County,Ezo,Bakindo Primary School,Primary,0,0,0
Gbudwe,Ezo County,Ezo,CGS Nakorokpe Primary School,Primary,214,0,214
Gbudwe,Ezo County,Ezo,Community Girls School Ezo II,Primary,0,0,0
Gbudwe,Ezo County,Ezo,Degere Primary School,Primary,257,0,257
Gbudwe,Ezo County,Ezo,ECS Masumbu Primary School,Primary,419,0,419
Gbudwe,Ezo County,Ezo,Ezo Centre ALP Centre,ALP,0,0,0
Gbudwe,Ezo County,Ezo,Ezo Centre Pre - School,PRE,0,0,0
Gbudwe,Ezo County,Ezo,Ezo Centre Primary School,Primary,597,0,597
Gbudwe,Ezo County,Ezo,Ezo Secondary School,Secondary,0,186,186
Gbudwe,Ezo County,Ezo,IDP Baikpa Primary School,Primary,234,0,234
Gbudwe,Ezo County,Ezo,Madoro Primary School SRRC,Primary,243,0,243
Gbudwe,Ezo County,Ezo,Mariagba Primary School,Primary,145,0,145
Gbudwe,Ezo County,Ezo,Mutu Primary School,Primary,0,0,0
Gbudwe,Ezo County,Ezo,Nanzinga Primary School,Primary,219,0,219
Gbudwe,Ezo County,Ezo,Nanzinyo ALP Centre,ALP,0,0,0
Gbudwe,Ezo County,Ezo,Progressive Primary,Primary,635,0,635
Gbudwe,Ezo County,Ezo,RCC Primary School,Primary,286,0,286
Gbudwe,Ezo County,Ezo,RCC Primary School Mangbangau,Primary,286,0,286
Gbudwe,Ezo County,Ezo,St August ALP Centre,ALP,0,0,178
Gbudwe,Ezo County,Ezo,Wenepaida nursery and primary school,Primary,630,0,630
Gbudwe,Ezo County,Naandi,Biatu Primary School,Primary,138,0,138
Gbudwe,Ezo County,Naandi,Diabio Primary School,Primary,199,0,199
Gbudwe,Ezo County,Naandi,ECS Naandi Primary School,Primary,486,0,486
Gbudwe,Ezo County,Naandi,ECS Nagasi Primary,Primary,174,0,174
Gbudwe,Ezo County,Naandi,Gbatanyaki Community Girls School,Primary,0,0,0
Gbudwe,Ezo County,Naandi,Marangu Primary School,Primary,0,0,0
Gbudwe,Ezo County,Naandi,Naandi Pre-School,PRE,0,0,68
Gbudwe,Ezo County,Naandi,Naandi Primary School,Primary,356,0,356
Gbudwe,Ezo County,Naandi,Naandi Secondary School,Secondary,0,47,47
Gbudwe,Ezo County,Naandi,Nyasi Primary School,Primary,154,0,154
Gbudwe,Ezo County,Naandi,RCC Naandi Primary School,Primary,515,0,515
Gbudwe,Ezo County,Naandi,Yangiri Pre-School,PRE,0,0,0
Gbudwe,Ezo County,Yangiri,Mafuyu Primary School,Primary,412,0,412
Gbudwe,Ezo County,Yangiri,RCC Yangiri Primary School,Primary,564,0,564
Gbudwe,Ezo County,Yangiri,Yangiri Primary School centre,Primary,524,0,524
Gbudwe,Nagero County,Nagero,Bandala ALP Centre,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Bandala Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Bandala Primary Scchool,Primary,197,0,197
Gbudwe,Nagero County,Nagero,Bangaru ALP Centre,ALP,0,0,0
Gbudwe,Nagero County,Nagero,Bangaru Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Bongoni Primary School,Primary,210,0,210
Gbudwe,Nagero County,Nagero,Diayanga Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Diayanga Primary School,Primary,0,0,0
Gbudwe,Nagero County,Nagero,Diima Primary School,Primary,242,0,242
Gbudwe,Nagero County,Nagero,Duma Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Garison Primary School,Primary,215,0,215
Gbudwe,Nagero County,Nagero,Garrison Primary School,Primary,0,0,0
Gbudwe,Nagero County,Nagero,Kpanangbara Primary School,Primary,0,0,0
Gbudwe,Nagero County,Nagero,Kuro Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Kuro Primary School,Primary,212,0,212
Gbudwe,Nagero County,Nagero,Mainzee Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Mainzee Primary School,Primary,364,0,364
Gbudwe,Nagero County,Nagero,Maringindo ALP Centre,ALP,0,0,153
Gbudwe,Nagero County,Nagero,Nagbagi Primary School,Primary,0,0,0
Gbudwe,Nagero County,Nagero,Nagero ALP Centre,ALP,0,0,0
Gbudwe,Nagero County,Nagero,Nagero Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Nagero Primary School,Primary,773,0,773
Gbudwe,Nagero County,Nagero,Nagero progresive ALP Centre,ALP,0,0,212
Gbudwe,Nagero County,Nagero,Nagero Secondary School,Secondary,0,0,0
Gbudwe,Nagero County,Nagero,Nakpataguru Primary School,Primary,213,0,213
Gbudwe,Nagero County,Nagero,nakpatuguru Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Namatina Pre - School,PRE,0,0,0
Gbudwe,Nagero County,Nagero,Naringindo Primary School,Primary,298,0,298
Gbudwe,Nagero County,Nagero,NDA Primary School,Primary,327,0,327
Gbudwe,Nagero County,Nagero,Zamai Primary School,Primary,0,0,0
Gbudwe,Tambura County,Mupoi,Centenary Nursary and primary school,Primary,0,0,0
Gbudwe,Tambura County,Mupoi,Mabia Primary School,Primary,297,0,297
Gbudwe,Tambura County,Mupoi,Masukaki Community Girls Primary School,Primary,0,0,0
Gbudwe,Tambura County,Mupoi,Mupoi Primary School,Primary,517,0,517
Gbudwe,Tambura County,Mupoi,Nangongo Primary School,Primary,697,0,697
Gbudwe,Tambura County,Mupoi,Sananguse Primary School,Primary,0,0,0
Gbudwe,Tambura County,Namatina,Bafilo,Primary,208,0,208
Gbudwe,Tambura County,Namatina,Kpangima Primary School,Primary,714,0,714
Gbudwe,Tambura County,Namatina,Nanzaga Primary School,Primary,156,0,156
Gbudwe,Tambura County,Namatina,RCC Namatina Primary School,Primary,423,0,423
Gbudwe,Tambura County,Namatina,Sinakpuro Community Girls School,Primary,456,0,456
Gbudwe,Tambura County,Namatina,Sinakpuro Primary School,Primary,162,0,162
Gbudwe,Tambura County,S/Yubu,Anida Pre-school,PRE,0,0,0
Gbudwe,Tambura County,S/Yubu,Ave Maria Kindergarden School,PRE,0,0,172
Gbudwe,Tambura County,S/Yubu,Bambu Primary School,Primary,590,0,590
Gbudwe,Tambura County,S/Yubu,Centenary Cross Pre-school,PRE,0,0,0
Gbudwe,Tambura County,S/Yubu,Gbatanzere Primary School,Primary,249,0,249
Gbudwe,Tambura County,S/Yubu,Kpatanayo Primary School,Primary,393,0,393
Gbudwe,Tambura County,S/Yubu,Mabenge Primary School,Primary,285,0,285
Gbudwe,Tambura County,S/Yubu,Ndere Pre-school,PRE,0,0,0
Gbudwe,Tambura County,S/Yubu,Ngboko Primary School,Primary,804,0,804
Gbudwe,Tambura County,S/Yubu,S/Yubu Primary School,Primary,286,0,286
Gbudwe,Tambura County,S/Yubu,Saint John Bosco Primary School Lafa,Primary,650,0,650
Gbudwe,Tambura County,Tambura,Adeesa Girls Community Boarding School,Primary,527,0,527
Gbudwe,Tambura County,Tambura,Anikumba College School,Secondary,0,91,91
Gbudwe,Tambura County,Tambura,Anisononga Nursary And Primary School,Primary,728,0,728
Gbudwe,Tambura County,Tambura,Bakosoro Primary School,Primary,545,0,545
Gbudwe,Tambura County,Tambura,Bavuru Community Girls school,Primary,389,0,389
Gbudwe,Tambura County,Tambura,Dingimo Community Primary School,Primary,291,0,291
Gbudwe,Tambura County,Tambura,Dingimo Primary School,Primary,0,0,0
Gbudwe,Tambura County,Tambura,Gamunakpe Primary School,Primary,650,0,650
Gbudwe,Tambura County,Tambura,Kininya One Primary School,Primary,572,0,572
Gbudwe,Tambura County,Tambura,Magbiri Primary School,Primary,0,0,0
Gbudwe,Tambura County,Tambura,Massiri Primary,Primary,536,0,536
Gbudwe,Tambura County,Tambura,Mobaiku Primary School Tambura,Primary,424,0,424
Gbudwe,Tambura County,Tambura,Mopiso Primary School,Primary,315,0,315
Gbudwe,Tambura County,Tambura,Nabaria community primary school,Primary,609,0,609
Gbudwe,Tambura County,Tambura,Nazereda Primary School,Primary,658,0,658
Gbudwe,Tambura County,Tambura,New Sudan Federation School,ALP,0,0,346
Gbudwe,Tambura County,Tambura,Nzama Community Girls School,Primary,286,0,286
Gbudwe,Tambura County,Tambura,Renzi Primary School,Primary,655,0,655
Gbudwe,Tambura County,Tambura,Richland Primary School,Primary,1233,0,1233
Gbudwe,Tambura County,Tambura,St Genevieve Girls Catholic Sec School,Secondary,0,128,128
Gbudwe,Tambura County,Tambura,St Lawrence Primary School,Primary,486,0,486
Gbudwe,Tambura County,Tambura,St. Mary Primary School Tambura,Primary,1158,0,1158
Gbudwe,Tambura County,Tambura,Tambura pre-school,PRE,0,0,77
Gbudwe,Tambura County,Tambura,Tambura Primary School,Primary,613,0,613
Gbudwe,Tambura County,Tambura,Tambura Secondary school,Secondary,0,1348,1348
Gbudwe,Tambura County,Tambura,Waka Up Primary School,Primary,891,0,891
Gbudwe,Tambura County,Tambura,Yangu community Girls School,Primary,130,0,130
Gbudwe,Tambura County,Tambura,Zangia Primary School,Primary,455,0,455
Gbudwe,Yambio County,Bangasu,Bagomoro Primary School,Primary,903,0,903
Gbudwe,Yambio County,Bangasu,Bangasu ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Bangasu,Bangasu Primary School,Primary,394,0,394
Gbudwe,Yambio County,Bangasu,Berezawa Primary School,Primary,0,0,0
Gbudwe,Yambio County,Bangasu,Kasia Primary School,Primary,526,0,526
Gbudwe,Yambio County,Bangasu,Kassia Community Girls School,Primary,0,0,0
Gbudwe,Yambio County,Bangasu,Magbuka Community Girls School,Primary,0,0,0
Gbudwe,Yambio County,Bangasu,Magbuka Primary School,Primary,0,0,0
Gbudwe,Yambio County,Bangasu,Makanga Primary School,Primary,262,0,262
Gbudwe,Yambio County,Bangasu,Makarangbundu Primary School,Primary,211,0,211
Gbudwe,Yambio County,Bangasu,Makpandu 2 Primary School,Primary,821,0,821
Gbudwe,Yambio County,Bangasu,Makpandu ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Bangasu,Makpandu Primary School,Primary,276,0,276
Gbudwe,Yambio County,Bangasu,Makpandu Secondary School,Secondary,0,286,286
Gbudwe,Yambio County,Bangasu,Makpara Community Girls School,Primary,316,0,316
Gbudwe,Yambio County,Bangasu,Naangere Primary School,Primary,254,0,254
Gbudwe,Yambio County,Bangasu,Naanzari ALP Centre,ALP,0,0,258
Gbudwe,Yambio County,Bangasu,Nagbaka Community Girls School,Primary,234,0,234
Gbudwe,Yambio County,Bangasu,Nairiwo Rimenze Upper Primary School,Primary,0,0,0
Gbudwe,Yambio County,Bangasu,Nambiongo Community Girls School,Primary,286,0,286
Gbudwe,Yambio County,Bangasu,Ri menze primary school,Primary,0,0,0
Gbudwe,Yambio County,Bangasu,Rii-menze ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Gangura,Baakiwiri Primary School,Primary,846,0,846
Gbudwe,Yambio County,Gangura,Bethlehem Primary School,Primary,573,0,573
Gbudwe,Yambio County,Gangura,Duabaga Primary School,Primary,286,0,286
Gbudwe,Yambio County,Gangura,Gangura Primary School,Primary,928,0,928
Gbudwe,Yambio County,Gangura,Kada Primary School,Primary,338,0,338
Gbudwe,Yambio County,Gangura,Karika Primary School,Primary,483,0,483
Gbudwe,Yambio County,Gangura,Kidi Primary School,Primary,549,0,549
Gbudwe,Yambio County,Gangura,Masumbu Primary School,Primary,280,0,280
Gbudwe,Yambio County,Gangura,Mazumburu ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Gangura,Namama III Primary School,Primary,172,0,172
Gbudwe,Yambio County,Gangura,Nambia II Primary School,Primary,765,0,765
Gbudwe,Yambio County,Gangura,Nanguruza Primary School,Primary,0,0,0
Gbudwe,Yambio County,Gangura,Nanzeme Community Girls School,Primary,438,0,438
Gbudwe,Yambio County,Gangura,Nasoro Primary School,Primary,469,0,469
Gbudwe,Yambio County,Gangura,Nasue Primary School,Primary,386,0,386
Gbudwe,Yambio County,Gangura,Nawangu Primary School,Primary,569,0,569
Gbudwe,Yambio County,Gangura,Ri-bodo ALP Centre,ALP,0,0,149
Gbudwe,Yambio County,Gangura,Zerezagio Primary School,Primary,266,0,266
Gbudwe,Yambio County,Li-Rangu,Banzimi Foki Primary School,Primary,0,0,0
Gbudwe,Yambio County,Li-Rangu,Bimo Primary School,Primary,0,0,0
Gbudwe,Yambio County,Li-Rangu,Li-Rangu Primary School,Primary,313,0,313
Gbudwe,Yambio County,Li-Rangu,Makpaturu Primary School,Primary,0,0,0
Gbudwe,Yambio County,Li-Rangu,Nambia Primary School,Primary,0,0,0
Gbudwe,Yambio County,Li-Rangu,Valine Primary School,Primary,0,0,0
Gbudwe,Yambio County,Li-Rangu,Zambasende Primary School,Primary,0,0,0
Gbudwe,Yambio County,Nadiangere,Banangba Primary School,Primary,227,0,227
Gbudwe,Yambio County,Nadiangere,Mabongo Community Primary School,Primary,0,0,0
Gbudwe,Yambio County,Nadiangere,Mazimbi primary,Primary,0,0,0
Gbudwe,Yambio County,Nadiangere,Nadiangere Community Primary School,Primary,0,0,0
Gbudwe,Yambio County,Nadiangere,Nadiangere Primary School,Primary,155,0,155
Gbudwe,Yambio County,Yambio Town,BISHOP ABANGITE COLLEGE OF SCI & TECHNOLOGY,Secondary,0,947,947
Gbudwe,Yambio County,Yambio Town,CEEC-ALP,ALP,0,0,177
Gbudwe,Yambio County,Yambio Town,Lutheran pre-school,PRE,0,0,158
Gbudwe,Yambio County,Yambio Town,Alliance High School,Secondary,0,604,604
Gbudwe,Yambio County,Yambio Town,Alpha Christian Academy,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Alpha Christiana Pre School,PRE,0,0,364
Gbudwe,Yambio County,Yambio Town,Alpha Omega Primary,Primary,908,0,908
Gbudwe,Yambio County,Yambio Town,Aninyaki Primary School,Primary,754,0,754
Gbudwe,Yambio County,Yambio Town,Army Garrision Primary School,Primary,380,0,380
Gbudwe,Yambio County,Yambio Town,Army Garrison ALP School,ALP,0,0,506
Gbudwe,Yambio County,Yambio Town,Badi 1 Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Badi 2 Pre School,PRE,0,0,286
Gbudwe,Yambio County,Yambio Town,Badi Academy Primary,Primary,432,0,432
Gbudwe,Yambio County,Yambio Town,Badi Academy Primary School,Primary,789,0,789
Gbudwe,Yambio County,Yambio Town,Baguga Primary School,Primary,486,0,486
Gbudwe,Yambio County,Yambio Town,Bakindo Adult School,Primary,173,0,173
Gbudwe,Yambio County,Yambio Town,Bangasi Academy Secondary,Secondary,0,325,325
Gbudwe,Yambio County,Yambio Town,Bangasi Pre School,PRE,0,0,195
Gbudwe,Yambio County,Yambio Town,Bangasi Primary,Primary,598,0,598
Gbudwe,Yambio County,Yambio Town,Basidi Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Bazumburu SDA Primary School,Primary,468,0,468
Gbudwe,Yambio County,Yambio Town,Bazungua 1 Primary School,Primary,781,0,781
Gbudwe,Yambio County,Yambio Town,Bazungua 2 Primary school,Primary,252,0,252
Gbudwe,Yambio County,Yambio Town,Birisi Primary,Primary,135,0,135
Gbudwe,Yambio County,Yambio Town,Bishop Abongite Nursery School,NUR,0,0,0
Gbudwe,Yambio County,Yambio Town,Bodo Primary School,Primary,556,0,556
Gbudwe,Yambio County,Yambio Town,Bright Star Pre-School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Bright Star Primary School,Primary,1221,0,1221
Gbudwe,Yambio County,Yambio Town,Correctional Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Correctional Primary School,Primary,652,0,652
Gbudwe,Yambio County,Yambio Town,Day Star Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Diatoro Primary School,Primary,181,0,181
Gbudwe,Yambio County,Yambio Town,Dona Primary School,Primary,147,0,147
Gbudwe,Yambio County,Yambio Town,Duduma Primary,Primary,149,0,149
Gbudwe,Yambio County,Yambio Town,ECS Timbiro Secondary School,Secondary,0,0,0
Gbudwe,Yambio County,Yambio Town,Gbiaidie Pre School,PRE,0,0,151
Gbudwe,Yambio County,Yambio Town,Gbialdic Primary,Primary,506,0,506
Gbudwe,Yambio County,Yambio Town,Gracia Pre School,Primary,1041,0,1041
Gbudwe,Yambio County,Yambio Town,Gracia Pre School,PRE,0,0,378
Gbudwe,Yambio County,Yambio Town,Green Valley Secondary School,Secondary,0,355,355
Gbudwe,Yambio County,Yambio Town,Guruba Primary School,Primary,864,0,864
Gbudwe,Yambio County,Yambio Town,Ikpiro Primary School,Primary,644,0,644
Gbudwe,Yambio County,Yambio Town,Irpiro Ophans primary,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Joy Nursery and Primary School,Primary,865,0,865
Gbudwe,Yambio County,Yambio Town,Karika ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Yambio Town,King College Secondary,Secondary,0,733,733
Gbudwe,Yambio County,Yambio Town,Kodati Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Kpirabe Community Girls School,Primary,416,0,416
Gbudwe,Yambio County,Yambio Town,Lutheran Primary School,Primary,658,0,658
Gbudwe,Yambio County,Yambio Town,Maingbangaru ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Yambio Town,Maingbangaru Primary School,Primary,448,0,448
Gbudwe,Yambio County,Yambio Town,Makpandu Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Makperenga Primary School,Primary,286,0,286
Gbudwe,Yambio County,Yambio Town,Mambere Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Mamenze Community Primary School,Primary,1,0,1
Gbudwe,Yambio County,Yambio Town,Mangbondo ALP Centre,ALP,0,0,71
Gbudwe,Yambio County,Yambio Town,Mangbondo Primary School,Primary,393,0,393
Gbudwe,Yambio County,Yambio Town,Masiya Pre School,PRE,0,0,307
Gbudwe,Yambio County,Yambio Town,Masiya Pre-school,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Masiya Primary School,Primary,1448,0,1448
Gbudwe,Yambio County,Yambio Town,Matondo Nursery & Primary School,Primary,1157,0,1157
Gbudwe,Yambio County,Yambio Town,Matondo Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Mbiko Primary,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Murangi Primary School,Primary,409,0,409
Gbudwe,Yambio County,Yambio Town,Naakiri Primary School,Primary,217,0,217
Gbudwe,Yambio County,Yambio Town,Naangbimo Primary School,Primary,491,0,491
Gbudwe,Yambio County,Yambio Town,Naanzari Community Girls School,Primary,312,0,312
Gbudwe,Yambio County,Yambio Town,Nabagu Upper Primary School,Primary,253,0,253
Gbudwe,Yambio County,Yambio Town,Nabaguu ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Yambio Town,Nabaguu Pre School,PRE,0,0,67
Gbudwe,Yambio County,Yambio Town,Naduru Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Naduru Primary School,Primary,941,0,941
Gbudwe,Yambio County,Yambio Town,Nakiaga Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Nakpangau ALP Centre,ALP,0,0,134
Gbudwe,Yambio County,Yambio Town,Nakpangau Primary School,Primary,501,0,501
Gbudwe,Yambio County,Yambio Town,Namama 3 Primary School,Primary,297,0,297
Gbudwe,Yambio County,Yambio Town,Namatina ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Yambio Town,Napere Community Girls school,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Napere Community Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Napere Riverview Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Nayure Primary School,Primary,467,0,467
Gbudwe,Yambio County,Yambio Town,Nazereta Community Girls School,Primary,177,0,177
Gbudwe,Yambio County,Yambio Town,Ndaruro Primary School,Primary,290,0,290
Gbudwe,Yambio County,Yambio Town,Ngbarago Primary School,Primary,786,0,786
Gbudwe,Yambio County,Yambio Town,Pazuo Primary School,Primary,368,0,368
Gbudwe,Yambio County,Yambio Town,Ri-Bodo,Primary,607,0,607
Gbudwe,Yambio County,Yambio Town,Rikito Community Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Royal Nursery and Primary School,Primary,1198,0,1198
Gbudwe,Yambio County,Yambio Town,Royal Pre School,PRE,0,0,546
Gbudwe,Yambio County,Yambio Town,S.I.D Secondary School,Secondary,0,132,132
Gbudwe,Yambio County,Yambio Town,SDA Primary School,Primary,686,0,686
Gbudwe,Yambio County,Yambio Town,Solidarity Teacher Training College,TTI,0,0,0
Gbudwe,Yambio County,Yambio Town,St Bakhita Nursery School,PRE,0,0,381
Gbudwe,Yambio County,Yambio Town,St Bakhita Primary School,Primary,654,0,654
Gbudwe,Yambio County,Yambio Town,St Joseph Bakindo Primary School,Primary,248,0,248
Gbudwe,Yambio County,Yambio Town,St Mary ALP Centre,ALP,0,0,0
Gbudwe,Yambio County,Yambio Town,St. Mary Primary School,Primary,1167,0,1167
Gbudwe,Yambio County,Yambio Town,St. Poul Naagarawo Priamry,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Sun Rise Primary School,Primary,900,0,900
Gbudwe,Yambio County,Yambio Town,Sunrise Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Tabitha Adventist Nursary and primary school,Primary,190,0,190
Gbudwe,Yambio County,Yambio Town,Tabitha Nursery School,PRE,0,0,286
Gbudwe,Yambio County,Yambio Town,Tambua Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Tambua Primary School,Primary,718,0,718
Gbudwe,Yambio County,Yambio Town,Tii-Ndoka Primary School,Primary,1139,0,1139
Gbudwe,Yambio County,Yambio Town,United ALP School,ALP,0,0,286
Gbudwe,Yambio County,Yambio Town,United Nursery And Primary School,Primary,677,0,677
Gbudwe,Yambio County,Yambio Town,United Pre-School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Usumo Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Usumo Primary,Primary,807,0,807
Gbudwe,Yambio County,Yambio Town,Y.M.C.A Primary School,Primary,556,0,556
Gbudwe,Yambio County,Yambio Town,Yabongo 2 Primary School,Primary,406,0,406
Gbudwe,Yambio County,Yambio Town,Yabongo ALP Centre,ALP,0,0,572
Gbudwe,Yambio County,Yambio Town,Yabongo Evening Secondary school,Secondary,0,162,162
Gbudwe,Yambio County,Yambio Town,YABONGO GIRLS BOARDING SECONDARY SCHOOL,Secondary,0,0,0
Gbudwe,Yambio County,Yambio Town,Yabongo Girls Day Secondary School,Secondary,0,67,67
Gbudwe,Yambio County,Yambio Town,Yabongo Girls Primary School,Primary,269,0,269
Gbudwe,Yambio County,Yambio Town,Yambio Primary School,Primary,798,0,798
Gbudwe,Yambio County,Yambio Town,Yambio Senior Secondary School,Secondary,0,267,267
Gbudwe,Yambio County,Yambio Town,YMCA Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Young Angel 1 Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Young Angel 2 Pre School,PRE,0,0,0
Gbudwe,Yambio County,Yambio Town,Young Angels 2 Primary School,Primary,0,0,0
Gbudwe,Yambio County,Yambio Town,Young angles nur primary,Primary,395,0,395
Gogrial,Gogrial East County,Nyang,Gamdhang Primary School,Primary,442,0,442
Gogrial,Gogrial East County,Nyang,Mawut Primary School,Primary,339,0,339
Gogrial,Gogrial East County,Nyang,Mayenjur Primary School,Primary,572,0,572
Gogrial,Gogrial East County,Nyang,Nyang Primary School.,Primary,468,0,468
Gogrial,Gogrial East County,Nyang,Warabiei Primary School,Primary,806,0,806
Gogrial,Gogrial East County,Nyang,Wik jak primary,Primary,597,0,597
Gogrial,Gogrial East County,Pathoun East,Angernger Academic Primary School,Primary,450,0,450
Gogrial,Gogrial East County,Pathoun East,Athou primary,Primary,338,0,338
Gogrial,Gogrial East County,Pathoun East,Bong Primary School.,Primary,494,0,494
